C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_08_318.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_08_318.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_08_318.jpg,-0.45,0,0,15.43855
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_08_393.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_08_393.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_08_393.jpg,0,0,0,15.23918
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_08_463.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_08_463.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_08_463.jpg,0,0,0,15.06769
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_08_537.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_08_537.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_08_537.jpg,0,0,0,14.97833
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_08_608.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_08_608.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_08_608.jpg,0,0,0,14.86086
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_08_680.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_08_680.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_08_680.jpg,0,0,0,14.7527
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_08_748.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_08_748.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_08_748.jpg,-0.2,0,0,14.63097
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_08_813.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_08_813.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_08_813.jpg,-0.35,0.1609893,0,14.53334
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_08_881.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_08_881.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_08_881.jpg,-0.5000001,0.3217554,0,14.54736
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_08_955.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_08_955.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_08_955.jpg,0,0.5804829,0,14.90587
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_09_021.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_09_021.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_09_021.jpg,0,0.7443249,0,15.15268
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_09_088.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_09_088.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_09_088.jpg,0,0.9881991,0,15.91365
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_09_156.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_09_156.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_09_156.jpg,-0.1,1,0,16.65753
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_09_233.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_09_233.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_09_233.jpg,-0.3,1,0,17.47275
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_09_309.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_09_309.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_09_309.jpg,-0.5000001,1,0,18.20958
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_09_385.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_09_385.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_09_385.jpg,-0.7,1,0,18.87792
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_09_460.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_09_460.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_09_460.jpg,-0.8500001,1,0,19.23072
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_09_545.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_09_545.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_09_545.jpg,0,1,0,20.19227
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_09_617.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_09_617.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_09_617.jpg,0,1,0,20.77487
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_09_687.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_09_687.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_09_687.jpg,0,1,0,21.57137
C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\center_2024_05_13_04_48_09_772.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\left_2024_05_13_04_48_09_772.jpg,C:\Users\Idea Tech\Desktop\Autonomous Vehicle\Data\IMG\right_2024_05_13_04_48_09_772.jpg,0.1,1,0,22.36025
